Model,Loss,Accuracy,Training Time
LeNet-5,0.48681408166885376,0.8330840468406677,14.597808361053467
ResNet-50,0.47184956073760986,0.838336706161499,73.77123403549194
CNN,0.39332300424575806,0.8576279878616333,40.853267669677734
