Learning Rate,Loss,Accuracy,Training Time
1e-2,0.3223843276500702,0.8812606334686279,681.9911522865295
1e-3,0.3111518323421478,0.8819655776023865,675.6893763542175
1e-4,0.3079727292060852,0.8838052749633789,1430.3475277423859
1e-5,0.33181703090667725,0.8740221261978149,1598.665947675705
1e-6,0.4513271152973175,0.8432712554931641,1601.5171904563904
