Optimizer,Loss,Accuracy,Training Time
SGD,0.3864937424659729,0.8586509823799133,261.33094668388367
SGD,0.38388586044311523,0.8596052527427673,258.59405159950256
Adagrad,0.4811583459377289,0.8341328501701355,258.89318323135376
RMSprop,0.326337993144989,0.8784064650535583,258.2153844833374
Adam,0.3206997513771057,0.8780626058578491,262.198361158371
Adamax,0.32567012310028076,0.8777101635932922,260.73625683784485
Nadam,0.31957536935806274,0.8786901831626892,317.39726281166077
