0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,5,0,1250,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,0,888,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,s,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,1,1114,0,0,0,0,0,0,0,0,0,0,7,6
0,0,144,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,8,d,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1603,0,2,1,0,4,0,1,1,0,1
0,0,0,0,0,0,p,0,0,0,0,A,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1687,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,D,0,G,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4032,0,0,1,0,0,0,1
0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,288,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,C
0,0,0,0,0,0,1,0,6,117,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,C,0,0,2,0,414,0,1,A,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,9,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1493,H,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,k,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,A,1805,0,4,0
0,0,0,0,0,0,0,0,5,199,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,I,0,0,299,0,0
0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,S,0,3,0,F,0,0,2,0,0,0,0,2,0,0,0,7,0,2298,3
1,1,0,0,1,0,0,3,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,104,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,2853
